0xc1bac4897af0434852095e18ef3f613e070855fc963d0d53c9da3123bf0cb686, 0.629
0xac4b14067e6ec0ddd6f36bcac7663b20c3dea65ff63ca14700ab92e410aebcc8, 0.888
0x912afad3a05629de5a90b845e81fb48328997046501c6661dd3ed325cad37a4c, 0.786
0xa4b9c2de02dc46cc2feb357e3d495c54cd4d614c2ea1ce45bdb2aa22d46b5e6c, 0.213
0xc3422633039806261d6219258bec57c573eb564bb5c5d408b15a655ff68fe48d, 0.828
0xd781aa52a99ffecbae0e53bb07d66756372f024fb233af217bcb517e9477f510, 0.569
0x109fc54fa90576a7a8947e5f6c982e3da009aebb72c0a2bacc43594df97273cb, 0.673
0x742d42dd243dbd8f320b26485dad5e7db3dc2b3554773e693610fed23b478b34, 0.191
0xdcfc6344ac9d99b2021b68e9be89871f15204a1e05f3807bade56c23277e4fc0, 1.137
0xe172aba3841fb24684cd6884f56fef2ccef29559e756b7b95cbf3aa42fc79654, 0.270
0x4e6549f58dd7403c4e5c0468be8ea07373eab5ab2a88b01acff4246382c8e221, 0.612
0x5637ec4208241b871a8eade266671baff10937d286f4a67bbefde4f262be92dd, 0.281
0x46ea6b2d697fca4810b44eef27d648a81e7fa0554f06d39898c7d12905b5b4ef, 0.697
0x2e34c1c27ba6cb501a63fe74494fcbe77da1a602810082c98d05525d96b7029f, 0.323
0x54d70a91c6a9d9e03308ff08f76ec12586933ef6772c3fc19370829bd2a6e795, 1.151
0xceb8aa6c2d767fc51e57cef357769edbbae23c944c0536b982a9e3cb82baec29, 0.987
0xe6e36911062a360b112cd702e69a3609f0faa7e7b14fc909ad744fdfbdba8f93, 0.032
0xb4df1dd92cf7d92fb7f44e5b3a6c760de880e92afa2c12a69f33ef3d6e36b99c, 0.085
0x3daa4db1ab8425c95ed30b948d0f1f8c9229334ee4ce5de37cde25f6109c88ee, 0.289
0xef7acf191dda004f3226bdba0d12451f73ceb74aecc6ce2ba6c90c70fc59757b, 0.446
0xc997575272058783f827648d700bd59de638a8c57e65b99569570a7d6c14b15a, 0.793
0x3e0041dac8db96f45637e77c3374a32ee59475de014596b490902883c2d013fd, 0.604
0x34c7e90ea23e5feba23bf0b49c42a693023be8f3dbfb7f38cd0bfd13220566d3, 0.283
0x8a7c0d0c2a7431a7ad3f7700e646b2e1a4d066a9091d442b06de5c9bb94d41d7, 0.109
0x99c1a7bcfa84665ca7a90fc05590e513968baba213bdaea99eca12c1b94f08c6, 0.265
0xb530bdadaaf0c8eb59ca10a46ed4aea9e18fe2fad0384f6655b4ab548a657cc0, 0.256
0x431c89f6cd62dd466088bc8433f2594e046d874b2ad8239c1c9dc58c333db143, 0.225
0x4074cfe9e4cc75bf478f450dd014e640a43ac12f15f0c0412de2ae77f794e37b, 0.708
0xab04b595ef0a3d8a92b6b53072a86f49efdcdf5e5c2399108bbff7adc4de5087, 0.517
0x4068a25c72aff8b2be68a30c5f93699f8c676d6f7b8b3eca4bd037d2fafd494b, 0.643
0x63fa8e21dcc9ed6aebb382bd4e4eb5f9d3a98aff950e39f075c262ad6c3337f0, 0.183
0x1f319fc4142b6da9f3298ae87687564bd5acbad5364525dac234529a7f19e96c, 0.509
0x6cd80404986995be1fd51e6fc76b08ee7c1a4e448174fad81efa56a68b71a4b6, 0.534
0xda0f463b6b8b742cb904d9682d1dcfe4d15d01a47886b4a879aa46e6df725455, 0.039
0xfd2713d06375b0b0672c50b94c3e97dcc3772fbc11c870855c422a00ab58a3c5, 0.594
0x475c2fde82c3c87e4edffc913bb8e71bdd06280b5c26641c58e7e3e9d2d43a95, 0.490
0xfdc056356336b86980097fac78e419d3eeb59c898c92719460d73ec88b46361c, 0.370
0xa99c136c67ee2d0a99e032796c7447d662aa638973fd5daeb32add571b84de16, 0.122
0xb0e55f87ba2d16c4bf3902883c631fa637491db06a2ab2a7c6248c76703cc81f, 0.162
0xaeddfd2cda120c4da7128e296467929dc345d19820309c8edc82b5baeeec59ca, 0.245
0x8045053b8eb172aa405f2ca20a85eefdec915661384fac2a3e2f71cd97719a06, 0.214
0x5690b09bfec8a73911154e23c91c98c19aeffac6092092684d2fc83a85d8dada, 0.697
0x1f911950d30f78232c3151efba4b23b339df4728ccdc578661c7cc62c129f992, 1.088
0x535df0233626176623190aca253b80c15e9b454d52ed4674c3da069fee08fe26, 0.899
0x80460ccf442afa8c1baa681cbef3c5ebd89924c933cdbcfbe0cdf43803cdb346, 0.644
0x7772f7ffc0e0c353d9fca1d8db1aa0b6fb54eab5d296a603e5efa5dd128e4963, 1.054
0x3fec52283b12a8e6bdc1a520ff0de9a58a7b6a4093cd357a77530ab2308ef97f, 0.217
0xb9bb5b9f4b8fdedabc0bcf63689445c090707e873e09f4a5382898bc816fa34e, 0.262
0x54b59888be3cc5ac676d52293ba0412fd52d6548da70fe5469f8f7c19d2fdde3, 0.410
0xf05f3bf5c6a8108af42ecd999c51e04ebc77d81225afc00bfc2b8e032be9e628, 1.006